,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,Meter,Kilo
243,F. Bernardeschi,24,Italy,82,87,29500000,110000,Left,B,S,RM,2022,6.1,170,50900000,1.85,77.1
244,J. Brandt,22,Germany,82,88,30500000,68000,Right,A,A,LM,2021,6.1,185,58000000,1.85,83.9
245,D. Rugani,23,Italy,82,86,24500000,95000,Right,B,C,CB,2021,6.3,185,42300000,1.91,83.9
246,Samu Castillejo,23,Spain,82,86,29000000,94000,Left,C,A,RM,2023,6.0,148,51500000,1.83,67.1
247,João Cancelo,24,Portugal,82,88,25500000,95000,Right,B,A,RB,2023,6.0,163,47200000,1.83,73.9
248,A. Romagnoli,23,Italy,82,89,26500000,84000,Left,B,C,LCB,2022,6.2,172,50400000,1.88,78.0
249,T. Partey,25,Ghana,82,88,25500000,59000,Right,B,B,CDM,2023,6.1,170,57400000,1.85,77.1
250,Fred,25,Brazil,82,84,26500000,140000,Left,A,A,CM,2023,5.7,141,51000000,1.7,64.0
251,J. Vardy,31,England,82,82,20000000,96000,Right,B,B,ST,2022,5.10,163,38000000,1.78,73.9
252,A. Belotti,24,Italy,82,87,30000000,58000,Right,S,B,LS,2021,5.11,159,53300000,1.8,72.1
253,E. Forsberg,26,Sweden,82,83,26000000,67000,Right,A,A,LM,2022,5.10,163,46200000,1.78,73.9
254,J. Lingard,25,England,82,83,26500000,140000,Right,B,A,CAM,2021,5.9,137,51000000,1.75,62.1
255,F. Vázquez,29,Argentina,82,82,21500000,27000,Left,B,A,LCM,2021,6.1,181,45200000,1.85,82.1
256,E. Višća,28,Bosnia Herzegovina,82,82,22500000,40000,Right,A,A,RM,2021,5.8,139,42800000,1.73,63.0
257,A. Rüdiger,25,Germany,82,84,22500000,110000,Right,B,C,CB,2022,6.3,187,43300000,1.91,84.8
258,A. Florenzi,27,Italy,82,83,20500000,73000,Right,B,A,RB,2023,5.8,148,36400000,1.73,67.1
259,H. Maguire,25,England,82,85,23500000,77000,Right,B,C,LCB,2023,6.4,220,46400000,1.93,99.8
260,T. Meunier,26,Belgium,82,83,21000000,87000,Right,A,B,RM,2020,6.3,198,40400000,1.91,89.8
261,S. Sané,27,Senegal,82,82,18500000,41000,Right,B,B,CB,2022,6.5,187,31500000,1.96,84.8
262,G. Kondogbia,25,Central African Rep.,82,85,27500000,46000,Left,C,A,CM,2022,6.2,176,59800000,1.88,79.8
263,Rafinha,25,Brazil,82,87,29500000,165000,Left,A,A,CAM,2020,5.9,157,62700000,1.75,71.2
264,Gabriel Paulista,27,Brazil,82,83,21000000,44000,Right,C,C,LCB,2022,6.2,174,45700000,1.88,78.9
265,Morata,25,Spain,82,85,28500000,135000,Right,A,B,ST,2022,6.2,187,54900000,1.88,84.8
266,J. Cillessen,29,Netherlands,82,84,18000000,135000,Right,B,D,GK,2021,6.1,183,38300000,1.85,83.0
267,W. Ben Yedder,27,France,82,82,23500000,28000,Right,S,A,RS,2021,5.7,150,49400000,1.7,68.0
268,C. Bakambu,27,DR Congo,82,83,26000000,33000,Right,A,B,ST,2021,6.0,161,59200000,1.83,73.0
269,Pablo Sarabia,26,Spain,82,83,26000000,26000,Left,A,A,RCM,2020,5.9,154,56600000,1.75,69.9
270,W. Zaha,25,Ivory Coast,82,85,28500000,78000,Right,B,S,LS,2023,5.11,146,56300000,1.8,66.2
271,Luis Alberto,25,Spain,82,85,28500000,67000,Right,B,A,CF,2022,6.0,163,50600000,1.83,73.9
272,Jonathan Viera,28,Spain,82,82,22500000,31000,Right,A,A,LF,2020,5.7,141,49500000,1.7,64.0
273,Bartra,27,Spain,82,83,21000000,32000,Right,B,B,CB,2023,6.0,161,45700000,1.83,73.0
274,S. Coates,27,Uruguay,82,83,21000000,19000,Right,B,C,RCB,2022,6.5,203,43600000,1.96,92.1
275,Willian José,26,Brazil,82,83,26500000,44000,Right,A,A,ST,2024,6.2,205,57600000,1.88,93.0
276,Mário Fernandes,27,Russia,82,82,18500000,1000,Right,B,B,RB,2022,6.2,176,40700000,1.88,79.8
277,Víctor Ruiz,29,Spain,82,83,19500000,43000,Left,C,C,LCB,2019,6.1,172,42400000,1.85,78.0
278,T. Delaney,26,Denmark,82,83,21500000,61000,Left,A,B,LCM,2022,6.0,174,38200000,1.83,78.9
279,K. Casteels,26,Belgium,82,85,19500000,46000,Left,C,D,GK,2021,6.6,190,34600000,1.98,86.2
280,M. Götze,26,Germany,82,85,27000000,67000,Right,A,A,CM,2020,5.9,165,47900000,1.75,74.8
281,S. Mustafi,26,Germany,82,84,22500000,115000,Right,B,C,RCB,2021,6.0,181,44400000,1.83,82.1
282,J. Pastore,29,Argentina,82,82,21500000,84000,Right,A,A,CAM,2022,6.2,172,36600000,1.88,78.0
283,Pedro,30,Spain,82,82,21000000,140000,Right,S,A,RW,2020,5.7,143,38900000,1.7,64.9
284,G. Bonaventura,28,Italy,82,82,22000000,115000,Right,B,A,CM,2020,5.11,165,37400000,1.8,74.8
285,R. Bürki,27,Switzerland,82,85,18500000,50000,Right,C,D,GK,2021,6.2,187,32800000,1.88,84.8
286,Taison,30,Brazil,82,82,21000000,1000,Right,B,A,LM,2021,5.8,141,44100000,1.73,64.0
287,S. Nzonzi,29,France,82,82,17000000,77000,Right,B,C,CDM,2022,6.5,165,28900000,1.96,74.8
288,Marlos,30,Ukraine,82,82,21000000,1000,Left,A,S,RM,2019,5.9,152,44100000,1.75,68.9
289,A. Ramsey,27,Wales,82,83,25000000,130000,Right,B,B,CAM,2019,6.0,168,49400000,1.83,76.2
290,K. Trippier,27,England,82,82,18500000,99000,Right,A,B,RB,2022,5.10,159,34200000,1.78,72.1
291,A. Kolarov,32,Serbia,82,82,12500000,73000,Left,B,B,LB,2020,6.2,183,21300000,1.88,83.0
292,G. Sigurðsson,28,Iceland,82,82,22500000,125000,Right,S,B,CAM,2022,6.1,181,42800000,1.85,82.1
293,S. Giovinco,31,Italy,82,82,20000000,15000,Right,A,A,CF,2019,5.4,134,30000000,1.63,60.8
294,M. Arnautović,29,Austria,82,82,22000000,120000,Right,A,A,LS,2022,6.4,183,41800000,1.93,83.0
295,N. Gaitán,30,Argentina,82,82,21000000,22000,Left,C,A,CAM,2021,5.8,146,45200000,1.73,66.2
296,J. Henderson,28,England,82,82,18000000,125000,Right,B,B,RCM,2020,6.0,176,34200000,1.83,79.8
297,M. Kruse,30,Germany,82,82,21500000,45000,Left,A,A,ST,2019,5.11,168,36600000,1.8,76.2
298,M. Parolo,33,Italy,82,82,9000000,59000,Right,A,B,RDM,2020,6.0,165,15300000,1.83,74.8
299,L. Fejsa,29,Serbia,82,82,17000000,18000,Right,B,C,CDM,2021,6.0,176,34000000,1.83,79.8
300,A. Rami,32,France,82,82,12500000,57000,Right,B,C,RCB,2021,6.3,198,23800000,1.91,89.8
301,V. Ćorluka,32,Croatia,82,82,12500000,1000,Right,B,B,LCB,2020,6.4,185,26300000,1.93,83.9
302,G. Wijnaldum,27,Netherlands,82,82,23000000,130000,Right,B,A,CAM,2021,5.9,152,43700000,1.75,68.9
303,F. Fazio,31,Argentina,82,82,15000000,73000,Right,C,C,LCB,2020,6.5,187,25500000,1.96,84.8
304,O. Giroud,31,France,82,82,20000000,140000,Left,B,B,ST,2019,6.4,203,37000000,1.93,92.1
305,Marcano,31,Spain,82,82,15000000,73000,Left,B,C,CB,2021,6.2,170,25500000,1.88,77.1
306,A. Guardado,31,Mexico,82,82,19000000,35000,Left,C,A,CM,2020,5.7,148,39900000,1.7,67.1
307,E. Garay,31,Argentina,82,82,15000000,44000,Right,B,C,RCB,2020,6.2,198,31500000,1.88,89.8
308,Jardel,32,Brazil,82,82,12500000,17000,Right,C,C,LCB,2021,6.4,192,25000000,1.93,87.1
309,S. Sirigu,31,Italy,82,82,13500000,45000,Right,C,D,GK,2022,6.4,176,23000000,1.93,79.8
310,E. Viviano,32,Italy,82,82,12500000,15000,Left,C,D,GK,2020,6.5,198,25000000,1.96,89.8
311,L. Koscielny,32,France,82,82,12500000,115000,Right,B,C,CB,2020,6.1,165,23800000,1.85,74.8
312,A. Consigli,31,Italy,82,82,13500000,52000,Right,B,D,GK,2022,6.2,181,23000000,1.88,82.1
313,L. Biglia,32,Argentina,82,82,12500000,98000,Right,A,B,CDM,2020,5.10,139,21300000,1.78,63.0
314,Dani Alves,35,Brazil,82,82,4800000,62000,Right,B,A,RB,2019,5.8,150,8900000,1.73,68.0
315,David Villa,36,Spain,82,82,8000000,12000,Right,S,A,ST,2018,5.9,152,12000000,1.75,68.9
316,Aduriz,37,Spain,82,82,8000000,29000,Right,B,B,ST,2019,6.0,172,16800000,1.83,78.0
317,P. Čech,36,Czech Republic,82,82,3000000,60000,Left,B,D,GK,2019,6.5,198,5700000,1.96,89.8
318,Casillas,37,Spain,82,82,1500000,10000,Left,C,D,GK,2019,6.1,185,3000000,1.85,83.9
319,M. Rashford,20,England,81,89,27000000,110000,Right,A,A,LW,2020,6.1,154,55400000,1.85,69.9
320,Laure Santeiro,30,Brazil,81,81,17000000,40000,Left,S,A,CAM,2021,5.7,139,32300000,1.7,63.0
321,L. Bailey,20,Jamaica,81,89,26500000,54000,Left,A,A,LM,2023,5.10,174,50400000,1.78,78.9
322,M. Akanji,22,Switzerland,81,87,21000000,49000,Right,B,C,LCB,2022,6.2,187,39900000,1.88,84.8
323,F. de Jong,21,Netherlands,81,89,26000000,19000,Right,B,A,LDM,2022,5.11,154,41600000,1.8,69.9
324,Nélson Semedo,24,Portugal,81,86,20000000,125000,Right,B,A,RB,2022,5.10,148,42500000,1.78,67.1
325,Pablo Fornals,22,Spain,81,86,24000000,36000,Right,B,A,CAM,2022,5.10,148,52200000,1.78,67.1
326,Fabián,22,Spain,81,89,26000000,64000,Left,A,A,LM,2023,6.2,154,49400000,1.88,69.9
327,E. Bailly,24,Ivory Coast,81,87,21000000,105000,Right,B,C,CB,2020,6.1,170,43100000,1.85,77.1
328,Dani Ceballos,21,Spain,81,88,25000000,120000,Right,B,A,LCM,2023,5.10,154,56300000,1.78,69.9
329,H. Lozano,22,Mexico,81,86,24000000,22000,Right,A,A,LS,2023,5.9,154,35400000,1.75,69.9
330,Morales,30,Spain,81,81,17000000,33000,Right,A,A,LS,2021,5.11,154,35700000,1.8,69.9
331,J. Seri,26,Ivory Coast,81,82,20500000,73000,Right,A,B,LDM,2022,5.7,161,40500000,1.7,73.0
333,M. Brozović,25,Croatia,81,84,18500000,64000,Right,A,B,LDM,2022,5.11,150,32800000,1.8,68.0
334,Williams,24,Spain,81,87,24500000,31000,Right,B,A,LW,2025,6.1,174,56400000,1.85,78.9
335,A. Correa,23,Argentina,81,87,24500000,54000,Right,A,A,RM,2024,5.7,150,55100000,1.7,68.0
336,A. Christensen,22,Denmark,81,88,21500000,91000,Right,B,C,LCB,2022,6.2,179,44100000,1.88,81.2
337,João Mário,25,Portugal,81,84,22500000,71000,Right,A,A,CAM,2021,5.10,161,39900000,1.78,73.0
338,T. Strakosha,23,Albania,81,86,17000000,36000,Right,C,D,GK,2019,6.4,172,30200000,1.93,78.0
339,E. Hysaj,24,Albania,81,86,20000000,58000,Right,B,B,RB,2021,6.0,154,35500000,1.83,69.9
340,P. Zieliński,24,Poland,81,88,24500000,64000,Right,S,A,RCM,2021,5.11,165,46600000,1.8,74.8
341,Ricardo Pereira,24,Portugal,81,85,19000000,64000,Right,A,B,RB,2023,5.9,154,37500000,1.75,69.9
342,Grimaldo,22,Spain,81,87,20500000,14000,Left,C,B,LB,2021,5.7,152,45100000,1.7,68.9
343,R. Guerreiro,24,Portugal,81,86,24000000,54000,Left,B,A,LM,2020,5.7,157,42600000,1.7,71.2
344,A. Doucouré,25,France,81,85,19500000,60000,Right,B,B,RDM,2023,6.0,168,38500000,1.83,76.2
345,J. Martínez,25,Venezuela,81,84,22500000,14000,Right,A,B,LS,2020,5.7,152,35400000,1.7,68.9
346,C. Bacca,31,Colombia,81,81,16000000,45000,Right,C,B,LS,2022,5.11,170,33600000,1.8,77.1
347,A. Plea,25,France,81,83,22000000,40000,Right,B,A,LW,2023,5.11,174,39100000,1.8,78.9
348,B. Davies,25,Wales,81,84,18500000,87000,Left,B,B,LB,2021,6.0,168,35600000,1.83,76.2
349,M. Nastasić,25,Serbia,81,84,18500000,36000,Left,C,C,LCB,2022,6.2,183,32800000,1.88,83.0
350,A. Milik,24,Poland,81,88,25500000,71000,Left,B,A,CF,2021,6.1,172,48500000,1.85,78.0
351,M. Sabitzer,24,Austria,81,84,22500000,54000,Right,A,B,LM,2022,5.10,170,39900000,1.78,77.1
352,B. Mendy,23,France,81,86,20000000,105000,Left,B,B,LB,2022,6.1,187,38500000,1.85,84.8
353,C. Kramer,27,Germany,81,82,17000000,35000,Right,B,B,CDM,2021,6.3,168,30200000,1.91,76.2
355,T. Hazard,25,Belgium,81,83,21500000,40000,Right,B,A,RW,2020,5.9,152,38200000,1.75,68.9
356,K. Bellarabi,28,Germany,81,81,18000000,76000,Right,B,A,RM,2021,6.0,179,30600000,1.83,81.2
358,F. Ghoulam,27,Algeria,81,82,16500000,68000,Left,A,B,LB,2022,6.0,176,29300000,1.83,79.8
359,B. Lecomte,27,France,81,84,15000000,27000,Left,B,D,GK,2021,6.1,172,31100000,1.85,78.0
360,J. Iličić,30,Slovenia,81,81,17000000,41000,Left,B,A,CAM,2021,6.3,174,28900000,1.91,78.9
361,K. Volland,25,Germany,81,83,22000000,76000,Left,B,B,ST,2021,5.10,187,39100000,1.78,84.8
362,Paco Alcácer,24,Spain,81,85,23500000,59000,Right,A,B,ST,2023,5.9,159,41700000,1.75,72.1
363,Vitolo,28,Spain,81,81,18000000,65000,Right,A,B,LM,2022,6.1,174,36900000,1.85,78.9
364,G. Xhaka,25,Switzerland,81,84,22000000,115000,Left,C,B,LDM,2021,6.1,181,43500000,1.85,82.1
365,D. Tadić,29,Serbia,81,81,17500000,26000,Left,C,A,LAM,2022,5.11,168,24500000,1.8,76.2
366,C. Aránguiz,29,Chile,81,81,17000000,76000,Right,A,B,LDM,2020,5.7,154,28900000,1.7,69.9
367,S. Verdi,25,Italy,81,81,19500000,77000,Left,S,A,RW,2023,5.7,134,33200000,1.7,60.8
368,D. Lovren,28,Croatia,81,82,16000000,115000,Right,A,C,RCB,2021,6.2,185,31600000,1.88,83.9
369,G. Medel,30,Chile,81,81,13000000,56000,Right,A,B,RCB,2020,5.7,143,24700000,1.7,64.9
370,X. Shaqiri,26,Switzerland,81,81,19000000,130000,Left,A,S,CAM,2023,5.7,159,36100000,1.7,72.1
371,J. Corona,25,Mexico,81,83,21500000,18000,Right,S,S,RM,2020,5.8,137,44600000,1.73,62.1
372,A. Areola,25,France,81,85,16500000,61000,Right,B,D,GK,2019,6.5,207,31800000,1.96,93.9
373,K. Vogt,26,Germany,81,82,17500000,42000,Right,B,C,CB,2022,6.4,187,31100000,1.93,84.8
374,Ander Herrera,28,Spain,81,81,17500000,140000,Right,A,B,CM,2019,6.0,154,32400000,1.83,69.9
375,E. Salvio,27,Argentina,81,81,18500000,19000,Right,A,A,RW,2019,5.8,170,37000000,1.73,77.1
376,S. El Shaarawy,25,Italy,81,82,21000000,77000,Right,B,S,LM,2020,5.10,159,37300000,1.78,72.1
377,C. Smalling,28,England,81,82,16000000,130000,Right,B,C,RCB,2019,6.4,179,30800000,1.93,81.2
378,Hulk,31,Brazil,81,81,15500000,25000,Left,B,A,RCM,2020,5.11,187,34100000,1.8,84.8
379,S. Kagawa,29,Japan,81,81,17500000,65000,Right,A,A,CAM,2020,5.9,150,29800000,1.75,68.0
380,M. Lanzini,25,Argentina,81,85,23000000,90000,Right,B,A,CAM,2020,5.6,130,45400000,1.68,59.0
381,F. Smolov,28,Russia,81,81,18500000,1000,Right,A,A,ST,2022,6.2,176,38900000,1.88,79.8
382,L. Stindl,29,Germany,81,81,18000000,43000,Right,A,A,CF,2021,5.11,176,30600000,1.8,79.8
383,O. Toprak,28,Turkey,81,82,16000000,59000,Right,A,C,CB,2021,6.1,183,28400000,1.85,83.0
384,D. Perotti,29,Argentina,81,81,17500000,84000,Right,A,A,LW,2021,5.10,154,29800000,1.78,69.9
385,F. Muslera,32,Uruguay,81,81,10000000,52000,Right,C,D,GK,2021,6.3,163,19000000,1.91,73.9
386,B. Höwedes,30,Germany,81,81,13000000,1000,Right,B,C,RCB,2022,6.2,170,27300000,1.88,77.1
387,S. Kjær,29,Denmark,81,81,14000000,23000,Right,B,C,RCB,2021,6.2,185,29400000,1.88,83.9
388,S. Bender,29,Germany,81,81,14000000,69000,Right,A,C,LCB,2021,6.1,176,23800000,1.85,79.8
389,M. Valbuena,33,France,81,81,11000000,86000,Right,B,B,LM,2019,5.6,139,20900000,1.68,63.0
390,Pedro León,31,Spain,81,81,15500000,32000,Right,B,A,RM,2020,6.0,161,32600000,1.83,73.0
391,K. Boateng,31,Ghana,81,81,15000000,65000,Right,A,A,CM,2021,6.1,190,25500000,1.85,86.2
392,L. Piszczek,33,Poland,81,81,7000000,57000,Right,A,C,RB,2020,6.0,174,11900000,1.83,78.9
393,A. Candreva,31,Italy,81,81,15500000,74000,Right,A,A,RM,2021,5.11,154,26400000,1.8,69.9
394,D. Wass,29,Denmark,81,81,17000000,46000,Right,B,A,RB,2022,5.11,163,35700000,1.8,73.9
395,E. Lamela,26,Argentina,81,82,21000000,105000,Left,C,A,RM,2022,6.0,176,40400000,1.83,79.8
396,D. Rose,27,England,81,81,14500000,92000,Left,B,B,LB,2021,5.9,168,26800000,1.75,76.2
397,C. Vela,29,Mexico,81,81,17500000,15000,Left,C,A,RW,2022,5.10,170,26300000,1.78,77.1
398,Renato Augusto,30,Brazil,81,81,16500000,28000,Right,A,B,LCM,2021,6.1,190,36300000,1.85,86.2
399,A. Valencia,32,Ecuador,81,81,10000000,120000,Right,C,B,RM,2019,5.11,183,18500000,1.8,83.0
400,L. Fabiański,33,Poland,81,81,9000000,70000,Right,C,D,GK,2021,6.3,183,17100000,1.91,83.0
401,João Moutinho,31,Portugal,81,81,15000000,85000,Right,A,B,RCM,2020,5.7,134,28500000,1.7,60.8
402,Borja Valero,33,Spain,81,81,11000000,74000,Right,A,A,CAM,2020,5.9,161,18700000,1.75,73.0
403,F. Quagliarella,35,Italy,81,81,8000000,39000,Right,A,A,RS,2019,5.11,174,13600000,1.8,78.9
404,B. Gomis,32,France,81,81,14000000,56000,Right,B,A,ST,2020,6.0,170,23800000,1.83,77.1
405,Manuel Fernandes,32,Portugal,81,81,14000000,1000,Right,A,A,LM,2019,5.9,165,29400000,1.75,74.8
406,H. Herrera,28,Mexico,81,81,17500000,20000,Right,A,B,CM,2019,6.0,159,35000000,1.83,72.1
407,Raffael,33,Brazil,81,81,11000000,41000,Right,A,A,CF,2019,5.9,152,18700000,1.75,68.9
408,Nani,31,Portugal,81,81,15500000,19000,Right,S,S,LM,2020,5.10,150,31000000,1.78,68.0
409,J. Milner,32,England,81,81,13500000,120000,Right,A,B,CM,2020,5.9,154,25700000,1.75,69.9
410,J. Mathieu,34,France,81,81,5500000,18000,Left,C,C,LCB,2019,6.2,185,11000000,1.88,83.9
411,Joaquín,36,Spain,81,81,6000000,24000,Right,B,A,LS,2020,5.10,165,12600000,1.78,74.8
412,M. Gómez,21,Uruguay,80,85,20500000,25000,Right,B,B,ST,2022,6.1,185,44600000,1.85,83.9
413,K. Havertz,19,Germany,80,89,22000000,32000,Left,S,A,CAM,2022,6.2,183,41800000,1.88,83.0
414,T. Ndombele,21,France,80,89,22500000,51000,Right,B,A,CM,2023,5.11,168,47300000,1.8,76.2
415,H. Aouar,20,France,80,90,23500000,51000,Right,A,A,LM,2023,5.9,154,49400000,1.75,69.9
416,Carlos Soler,21,Spain,80,87,21000000,31000,Right,A,A,RM,2021,5.11,168,48300000,1.8,76.2
417,Odriozola,22,Spain,80,88,18500000,115000,Right,B,B,RB,2024,5.9,146,41600000,1.75,66.2
418,M. Almirón,24,Paraguay,80,84,19500000,11000,Left,C,A,CAM,2019,5.9,139,30700000,1.75,63.0
419,Welington Dano,30,Brazil,80,80,10500000,34000,Left,A,A,LB,2021,5.10,152,20000000,1.78,68.9
420,Everton Andrão,34,Brazil,80,80,4500000,34000,Right,A,C,CDM,2021,5.10,165,8500000,1.78,74.8
421,Oyarzabal,21,Spain,80,87,21000000,29000,Left,B,B,CAM,2024,5.11,172,48300000,1.8,78.0
422,F. Balbuena,26,Paraguay,80,83,15500000,80000,Right,B,C,RCB,2021,6.2,187,30600000,1.88,84.8
423,M. Marega,27,Mali,80,80,16000000,19000,Right,B,C,RS,2021,6.1,183,32000000,1.85,83.0
424,B. Pavard,22,France,80,86,17500000,33000,Right,B,B,RB,2021,6.1,168,33300000,1.85,76.2
425,W. Ndidi,21,Nigeria,80,85,17000000,50000,Right,A,B,LDM,2024,6.0,163,33600000,1.83,73.9
426,A. Onana,22,Cameroon,80,85,14500000,14000,Right,B,D,GK,2021,6.2,205,21400000,1.88,93.0
428,M. Acuña,26,Argentina,80,80,12500000,16000,Left,B,A,LB,2023,5.8,152,25000000,1.73,68.9
429,Rúben Neves,21,Portugal,80,87,20500000,59000,Right,B,B,LCM,2023,5.11,176,43100000,1.8,79.8
430,Mariano,24,Dominican Republic,80,85,20000000,140000,Right,A,B,ST,2023,5.11,168,42500000,1.8,76.2
431,Raúl,28,Brazil,80,80,12000000,19000,Left,B,C,CB,2022,6.2,179,24000000,1.88,81.2
432,M. Caldara,24,Italy,80,86,17500000,73000,Right,B,C,CB,2023,6.2,176,33300000,1.88,79.8
433,M. Vecino,26,Uruguay,80,81,14500000,63000,Right,B,A,LM,2022,6.2,179,25700000,1.88,81.2
435,M. Dahoud,22,Germany,80,86,20000000,50000,Right,A,A,CM,2022,5.10,150,38000000,1.78,68.0
436,Rafa,25,Portugal,80,83,18500000,17000,Right,A,A,RW,2021,5.8,146,38400000,1.73,66.2
438,G. Rulli,26,Argentina,80,85,14000000,26000,Right,B,D,GK,2022,6.2,185,30500000,1.88,83.9
439,F. Armani,31,Argentina,80,80,9000000,22000,Right,C,D,GK,2022,6.2,194,12600000,1.88,88.0
440,Rony Lopes,22,Portugal,80,85,20000000,65000,Left,B,A,RM,2022,5.9,150,39500000,1.75,68.0
441,Santi Mina,22,Spain,80,85,20000000,40000,Right,A,B,LS,2021,5.11,170,43500000,1.8,77.1
442,K. Demirbay,24,Germany,80,84,19500000,37000,Left,A,A,RCM,2022,6.0,159,34600000,1.83,72.1
443,Gayà,23,Spain,80,85,16500000,33000,Left,B,B,LB,2023,5.8,146,35900000,1.73,66.2
445,N. Tagliafico,25,Argentina,80,82,15000000,20000,Left,C,B,LB,2022,5.7,143,22100000,1.7,64.9
446,M. Sanson,23,France,80,85,19500000,47000,Right,A,A,RDM,2021,5.11,161,38500000,1.8,73.0
447,Pacheco,26,Spain,80,83,13000000,23000,Left,C,D,GK,2020,6.1,179,28300000,1.85,81.2
448,E. Can,24,Germany,80,85,19500000,91000,Right,A,B,CM,2022,6.0,181,33600000,1.83,82.1
449,H. Çalhanoğlu,24,Turkey,80,84,19500000,89000,Right,A,A,CAM,2021,5.10,168,34600000,1.78,76.2
450,M. Ginter,24,Germany,80,82,15500000,28000,Right,B,C,RWB,2021,6.2,183,27500000,1.88,83.0
451,M. Keane,25,England,80,83,15500000,88000,Right,B,C,RCB,2022,6.3,181,30600000,1.91,82.1
453,T. Stepanenko,28,Ukraine,80,80,12000000,1000,Left,B,B,RDM,2022,5.11,168,25200000,1.8,76.2
454,L. Shaw,22,England,80,85,16500000,96000,Left,C,B,LB,2023,5.11,165,31800000,1.8,74.8
455,Z. Feddal,28,Morocco,80,80,12000000,29000,Left,C,C,CB,2021,6.3,183,25200000,1.91,83.0
456,S. Haller,24,France,80,83,19000000,41000,Right,C,B,RS,2021,6.3,201,33700000,1.91,91.2
457,Bernard,25,Brazil,80,81,17500000,97000,Right,A,A,LM,2022,5.5,132,34600000,1.65,59.9
458,T. Inui,30,Japan,80,80,14000000,30000,Right,A,A,LM,2021,5.7,139,29400000,1.7,63.0
459,Portu,26,Spain,80,81,17500000,37000,Right,A,B,RM,2022,5.10,154,38100000,1.78,69.9
461,E. Zahavi,30,Israel,80,80,14500000,24000,Right,A,A,LS,2020,6.0,157,31200000,1.83,71.2
462,T. Vaclík,29,Czech Republic,80,81,11500000,17000,Right,B,D,GK,2021,6.2,187,25000000,1.88,84.8
463,N. Pope,26,England,80,83,13000000,48000,Right,B,D,GK,2020,6.7,168,25700000,2.01,76.2
464,Héctor Bellerín,23,Spain,80,85,16500000,85000,Right,B,B,RB,2023,5.10,163,32600000,1.78,73.9
465,P. Kadeřábek,26,Czech Republic,80,81,14000000,39000,Right,C,B,RWB,2023,6.0,179,24900000,1.83,81.2
466,J. Butland,25,England,80,85,14000000,39000,Right,B,D,GK,2021,6.5,209,27700000,1.96,94.8
467,J. Vestergaard,25,Denmark,80,81,14500000,51000,Right,A,C,CB,2022,6.6,216,28600000,1.98,98.0
468,J. Tarkowski,25,England,80,83,15500000,56000,Right,A,C,RCB,2022,6.4,179,30600000,1.93,81.2
469,Deulofeu,24,Spain,80,82,18500000,56000,Right,A,A,RS,2023,5.10,161,36500000,1.78,73.0
470,E. Dier,24,England,80,84,16500000,73000,Right,B,C,CDM,2021,6.2,198,31800000,1.88,89.8
471,J. Murillo,26,Colombia,80,84,16000000,38000,Right,C,C,LCB,2022,6.0,172,34800000,1.83,78.0
472,M. Badelj,29,Croatia,80,80,11500000,53000,Right,A,B,CDM,2022,6.1,176,19600000,1.85,79.8
473,Ismaily,28,Brazil,80,80,11500000,1000,Left,C,A,LB,2023,5.10,181,24200000,1.78,82.1
474,N. Schulz,25,Germany,80,81,14500000,37000,Left,C,B,LWB,2020,5.11,172,25700000,1.8,78.0
475,L. Digne,24,France,80,84,16000000,79000,Left,B,A,LB,2023,5.10,163,31600000,1.78,73.9
476,M. Uth,26,Germany,80,81,17500000,42000,Left,B,B,ST,2022,6.1,159,31100000,1.85,72.1
477,Cristian Tello,26,Spain,80,80,16000000,30000,Right,A,B,LM,2022,5.10,143,33600000,1.78,64.9
478,D. Vida,29,Croatia,80,80,11500000,55000,Right,B,C,LCB,2022,6.0,168,21900000,1.83,76.2
479,L. Muriel,27,Colombia,80,81,17500000,24000,Right,A,A,ST,2022,5.10,174,38100000,1.78,78.9
480,V. Aboubakar,26,Cameroon,80,82,18000000,19000,Right,B,S,ST,2021,6.0,181,37400000,1.83,82.1
481,A. Oxlade-Chamberlain,24,England,80,85,19500000,94000,Right,A,A,CM,2022,5.9,154,38500000,1.75,69.9
482,S. Aurier,25,Ivory Coast,80,83,15500000,82000,Right,B,B,RB,2022,5.9,168,29800000,1.75,76.2
483,J. Matip,26,Cameroon,80,82,15000000,99000,Right,C,C,CB,2020,6.4,198,29600000,1.93,89.8
484,Y. Rakitskyi,28,Ukraine,80,80,12000000,1000,Left,B,B,LCB,2022,6.1,183,25200000,1.85,83.0
485,Sergi Enrich,28,Spain,80,80,15500000,34000,Right,A,B,RS,2019,5.11,170,32600000,1.8,77.1
486,A. Yarmolenko,28,Ukraine,80,80,15000000,92000,Left,C,A,RM,2022,6.3,183,28500000,1.91,83.0
487,Hugo Mallo,27,Spain,80,81,13500000,27000,Right,B,B,RB,2023,5.9,159,29400000,1.75,72.1
488,André Almeida,27,Portugal,80,80,12000000,15000,Right,B,B,RB,2021,6.1,176,24000000,1.85,79.8
489,D. Didavi,28,Germany,80,80,15000000,44000,Left,B,B,CAM,2021,5.11,170,25500000,1.8,77.1
490,R. Rodríguez,25,Switzerland,80,83,15500000,81000,Left,B,A,LB,2021,5.11,170,27500000,1.8,77.1
