,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,pac,shot,pas,dri,deff,phy,Meter,Kilo
202,K. Glik,30,Poland,83,83,19000000,86000,Right,C,C,RCB,2021,6.3,176,36100000,51,30,39,58,83,81,1.91,79.8
203,K. Strootman,28,Netherlands,83,83,21000000,66000,Left,B,B,CDM,2023,6.1,176,39900000,65,72,78,76,77,74,1.85,79.8
204,B. Dost,29,Netherlands,83,83,26000000,26000,Right,B,C,ST,2021,6.5,196,52000000,51,83,51,62,48,73,1.96,88.9
205,Oscar,26,Brazil,83,84,30500000,29000,Right,B,A,LCM,2020,5.10,146,69400000,73,73,79,80,52,55,1.78,66.2
206,M. Balotelli,27,Italy,83,83,27500000,55000,Right,A,A,LS,2019,6.2,194,52300000,79,83,73,72,29,74,1.88,88.0
207,Luiz Gustavo,30,Brazil,83,83,19000000,63000,Left,B,B,LCB,2021,6.2,172,36100000,64,61,65,71,81,82,1.88,78.0
208,Giuliano,28,Brazil,83,83,26000000,64000,Right,B,A,CAM,2021,5.8,150,44200000,82,76,76,83,46,72,1.73,68.0
209,David Luiz,31,Brazil,83,83,17500000,130000,Right,B,B,LCB,2019,6.2,190,32400000,60,66,72,70,82,77,1.88,86.2
210,R. Fährmann,29,Germany,83,84,20000000,38000,Right,D,D,GK,2022,6.6,216,35500000,42,14,22,43,14,54,1.98,98.0
211,Juan Mata,30,Spain,83,83,24500000,160000,Left,B,A,RM,2019,5.7,139,45300000,65,76,83,85,37,57,1.7,63.0
212,Adán,31,Spain,83,83,15500000,55000,Left,C,D,GK,2020,6.3,203,31800000,55,16,25,45,19,55,1.91,92.1
213,Rui Patrício,30,Portugal,83,83,16500000,74000,Left,C,D,GK,2022,6.3,185,31400000,55,20,27,50,14,60,1.91,83.9
214,Y. Sommer,29,Switzerland,83,84,20000000,35000,Right,A,D,GK,2021,6.0,174,35500000,51,15,27,48,14,56,1.83,78.9
215,Javi Martínez,29,Spain,83,83,20000000,94000,Right,B,C,CDM,2021,6.4,190,33000000,51,57,62,66,86,83,1.93,86.2
216,L. Bender,29,Germany,83,83,20000000,82000,Right,B,C,RB,2021,6.1,179,34000000,66,63,65,73,84,79,1.85,81.2
217,Lucas Leiva,31,Brazil,83,83,17500000,64000,Right,B,B,LDM,2020,5.10,172,29800000,67,65,71,80,80,77,1.78,78.0
218,S. Mandanda,33,France,83,83,13000000,51000,Right,B,D,GK,2020,6.1,181,24700000,48,13,26,44,15,50,1.85,82.1
219,Cesc Fàbregas,31,Spain,83,83,22000000,140000,Right,B,B,CM,2019,5.10,170,40700000,55,75,85,79,61,56,1.78,77.1
220,M. Dembélé,30,Belgium,83,83,24000000,120000,Left,C,A,CM,2019,6.1,181,44400000,72,70,71,84,75,78,1.85,82.1
221,F. Ribéry,35,France,83,83,11500000,72000,Right,A,S,LM,2019,5.7,159,19000000,78,75,80,85,31,50,1.7,72.1
222,R. Jarstein,33,Norway,83,83,13000000,33000,Right,A,D,GK,2021,6.3,181,22100000,43,16,24,40,14,48,1.91,82.1
223,D. De Rossi,34,Italy,83,83,8000000,80000,Right,A,C,RDM,2019,6.0,183,13600000,65,67,70,74,84,79,1.83,83.0
224,Pepe Reina,35,Spain,83,83,6000000,56000,Right,B,D,GK,2021,6.2,203,10200000,56,16,23,48,20,52,1.88,92.1
225,J. Pavlenka,26,Czech Republic,82,85,19500000,30000,Right,B,D,GK,2021,6.5,179,34600000,36,17,17,35,12,36,1.96,81.2
226,M. de Ligt,18,Netherlands,82,91,27000000,11000,Right,A,C,RCB,2021,6.2,196,43200000,67,53,61,67,81,80,1.88,88.9
227,Rodri,22,Spain,82,87,29000000,59000,Right,B,A,CM,2023,6.3,181,61600000,68,65,71,76,76,73,1.91,82.1
228,Arthur,21,Brazil,82,90,32500000,125000,Right,B,A,LCM,2024,5.7,161,73100000,69,71,74,82,68,74,1.7,73.0
229,G. Donnarumma,19,Italy,82,93,29000000,23000,Right,B,D,GK,2021,6.5,198,55100000,50,16,24,50,17,52,1.96,89.8
230,Rosberto Dourado,30,Brazil,82,82,16500000,46000,Right,A,C,RCM,2018,5.9,154,31400000,80,60,68,77,80,69,1.75,69.9
231,Juiano Mestres,34,Brazil,82,82,6500000,39000,Right,B,C,RCB,2021,5.11,181,12400000,71,62,57,66,82,83,1.8,82.1
232,Raphaelito Anjos,30,Brazil,82,82,14000000,32000,Right,C,D,GK,2021,6.3,187,25200000,41,14,23,42,16,52,1.91,84.8
233,Gelson Martins,23,Portugal,82,87,29500000,59000,Right,B,S,RM,2023,5.8,159,62700000,94,71,72,87,46,65,1.73,72.1
234,Gonçalo Guedes,21,Portugal,82,86,29000000,36000,Right,B,A,LM,2024,5.10,150,63100000,89,75,74,81,39,68,1.78,68.0
235,L. Torreira,22,Uruguay,82,87,25000000,98000,Right,B,B,LCM,2023,5.6,141,49400000,77,63,75,82,77,72,1.68,64.0
236,Malcom,21,Brazil,82,89,31500000,140000,Left,A,A,RW,2023,5.8,163,70900000,84,77,79,84,29,62,1.73,73.9
237,Pau López,23,Spain,82,87,21500000,21000,Left,B,D,GK,2023,6.2,170,46800000,48,20,34,44,16,50,1.88,77.1
238,L. Hernández,22,France,82,88,25500000,53000,Left,B,B,LB,2024,6.0,168,57400000,82,46,60,72,81,81,1.83,76.2
239,C. Lenglet,23,France,82,88,26000000,135000,Left,A,C,LCB,2023,6.1,179,58500000,72,38,49,68,81,78,1.85,81.2
240,A. Kramarić,27,Croatia,82,83,26000000,54000,Right,A,A,LCM,2022,5.10,161,46200000,75,84,71,82,34,71,1.78,73.0
241,A. Robertson,24,Scotland,82,87,24500000,98000,Left,C,B,LB,2021,5.10,141,48400000,83,56,68,76,76,73,1.78,64.0
242,Dani García,28,Spain,82,83,20000000,33000,Right,B,B,RCM,2022,5.11,176,43500000,44,58,69,71,71,79,1.8,79.8
243,F. Bernardeschi,24,Italy,82,87,29500000,110000,Left,B,S,RM,2022,6.1,170,50900000,83,76,79,83,53,61,1.85,77.1
244,J. Brandt,22,Germany,82,88,30500000,68000,Right,A,A,LM,2021,6.1,185,58000000,81,72,73,80,30,61,1.85,83.9
245,D. Rugani,23,Italy,82,86,24500000,95000,Right,B,C,CB,2021,6.3,185,42300000,61,38,47,64,84,74,1.91,83.9
246,Samu Castillejo,23,Spain,82,86,29000000,94000,Left,C,A,RM,2023,6.0,148,51500000,85,71,78,80,41,54,1.83,67.1
247,João Cancelo,24,Portugal,82,88,25500000,95000,Right,B,A,RB,2023,6.0,163,47200000,91,65,77,79,75,75,1.83,73.9
248,A. Romagnoli,23,Italy,82,89,26500000,84000,Left,B,C,LCB,2022,6.2,172,50400000,66,38,45,66,83,79,1.88,78.0
249,T. Partey,25,Ghana,82,88,25500000,59000,Right,B,B,CDM,2023,6.1,170,57400000,74,62,69,72,78,82,1.85,77.1
250,Fred,25,Brazil,82,84,26500000,140000,Left,A,A,CM,2023,5.7,141,51000000,78,71,75,83,71,76,1.7,64.0
251,J. Vardy,31,England,82,82,20000000,96000,Right,B,B,ST,2022,5.10,163,38000000,90,80,61,78,55,80,1.78,73.9
252,A. Belotti,24,Italy,82,87,30000000,58000,Right,S,B,LS,2021,5.11,159,53300000,78,79,55,76,45,83,1.8,72.1
253,E. Forsberg,26,Sweden,82,83,26000000,67000,Right,A,A,LM,2022,5.10,163,46200000,73,70,79,81,33,62,1.78,73.9
254,J. Lingard,25,England,82,83,26500000,140000,Right,B,A,CAM,2021,5.9,137,51000000,83,76,73,84,55,69,1.75,62.1
255,F. Vázquez,29,Argentina,82,82,21500000,27000,Left,B,A,LCM,2021,6.1,181,45200000,60,76,77,73,49,65,1.85,82.1
256,E. Višća,28,Bosnia Herzegovina,82,82,22500000,40000,Right,A,A,RM,2021,5.8,139,42800000,89,77,72,83,45,64,1.73,63.0
257,A. Rüdiger,25,Germany,82,84,22500000,110000,Right,B,C,CB,2022,6.3,187,43300000,72,40,60,65,81,75,1.91,84.8
258,A. Florenzi,27,Italy,82,83,20500000,73000,Right,B,A,RB,2023,5.8,148,36400000,85,79,76,80,76,77,1.73,67.1
259,H. Maguire,25,England,82,85,23500000,77000,Right,B,C,LCB,2023,6.4,220,46400000,46,50,56,69,82,78,1.93,99.8
260,T. Meunier,26,Belgium,82,83,21000000,87000,Right,A,B,RM,2020,6.3,198,40400000,77,75,73,71,78,80,1.91,89.8
261,S. Sané,27,Senegal,82,82,18500000,41000,Right,B,B,CB,2022,6.5,187,31500000,62,47,59,64,83,72,1.96,84.8
262,G. Kondogbia,25,Central African Rep.,82,85,27500000,46000,Left,C,A,CM,2022,6.2,176,59800000,72,69,70,78,80,86,1.88,79.8
263,Rafinha,25,Brazil,82,87,29500000,165000,Left,A,A,CAM,2020,5.9,157,62700000,70,75,75,81,66,62,1.75,71.2
264,Gabriel Paulista,27,Brazil,82,83,21000000,44000,Right,C,C,LCB,2022,6.2,174,45700000,72,50,63,69,82,79,1.88,78.9
265,Morata,25,Spain,82,85,28500000,135000,Right,A,B,ST,2022,6.2,187,54900000,81,77,66,74,36,71,1.88,84.8
266,J. Cillessen,29,Netherlands,82,84,18000000,135000,Right,B,D,GK,2021,6.1,183,38300000,52,18,29,46,15,50,1.85,83.0
267,W. Ben Yedder,27,France,82,82,23500000,28000,Right,S,A,RS,2021,5.7,150,49400000,85,78,75,85,42,66,1.7,68.0
268,C. Bakambu,27,DR Congo,82,83,26000000,33000,Right,A,B,ST,2021,6.0,161,59200000,88,79,70,79,38,76,1.83,73.0
269,Pablo Sarabia,26,Spain,82,83,26000000,26000,Left,A,A,RCM,2020,5.9,154,56600000,75,73,81,80,52,54,1.75,69.9
270,W. Zaha,25,Ivory Coast,82,85,28500000,78000,Right,B,S,LS,2023,5.11,146,56300000,90,71,67,84,29,70,1.8,66.2
271,Luis Alberto,25,Spain,82,85,28500000,67000,Right,B,A,CF,2022,6.0,163,50600000,74,74,84,80,32,55,1.83,73.9
272,Jonathan Viera,28,Spain,82,82,22500000,31000,Right,A,A,LF,2020,5.7,141,49500000,81,73,79,84,58,72,1.7,64.0
273,Bartra,27,Spain,82,83,21000000,32000,Right,B,B,CB,2023,6.0,161,45700000,73,56,66,75,81,76,1.83,73.0
274,S. Coates,27,Uruguay,82,83,21000000,19000,Right,B,C,RCB,2022,6.5,203,43600000,55,45,44,56,82,78,1.96,92.1
275,Willian José,26,Brazil,82,83,26500000,44000,Right,A,A,ST,2024,6.2,205,57600000,63,82,64,70,44,75,1.88,93.0
276,Mário Fernandes,27,Russia,82,82,18500000,1000,Right,B,B,RB,2022,6.2,176,40700000,82,61,67,75,80,80,1.88,79.8
277,Víctor Ruiz,29,Spain,82,83,19500000,43000,Left,C,C,LCB,2019,6.1,172,42400000,57,43,61,64,82,79,1.85,78.0
278,T. Delaney,26,Denmark,82,83,21500000,61000,Left,A,B,LCM,2022,6.0,174,38200000,77,70,73,76,82,86,1.83,78.9
279,K. Casteels,26,Belgium,82,85,19500000,46000,Left,C,D,GK,2021,6.6,190,34600000,45,17,27,41,15,51,1.98,86.2
280,M. Götze,26,Germany,82,85,27000000,67000,Right,A,A,CM,2020,5.9,165,47900000,69,75,81,85,57,64,1.75,74.8
281,S. Mustafi,26,Germany,82,84,22500000,115000,Right,B,C,RCB,2021,6.0,181,44400000,61,55,59,68,81,77,1.83,82.1
282,J. Pastore,29,Argentina,82,82,21500000,84000,Right,A,A,CAM,2022,6.2,172,36600000,69,76,80,78,57,60,1.88,78.0
283,Pedro,30,Spain,82,82,21000000,140000,Right,S,A,RW,2020,5.7,143,38900000,76,75,74,81,43,59,1.7,64.9
284,G. Bonaventura,28,Italy,82,82,22000000,115000,Right,B,A,CM,2020,5.11,165,37400000,76,77,80,81,71,71,1.8,74.8
285,R. Bürki,27,Switzerland,82,85,18500000,50000,Right,C,D,GK,2021,6.2,187,32800000,49,14,25,45,15,54,1.88,84.8
286,Taison,30,Brazil,82,82,21000000,1000,Right,B,A,LM,2021,5.8,141,44100000,92,78,71,83,47,64,1.73,64.0
287,S. Nzonzi,29,France,82,82,17000000,77000,Right,B,C,CDM,2022,6.5,165,28900000,49,65,67,64,80,85,1.96,74.8
288,Marlos,30,Ukraine,82,82,21000000,1000,Left,A,S,RM,2019,5.9,152,44100000,83,76,77,85,48,66,1.75,68.9
289,A. Ramsey,27,Wales,82,83,25000000,130000,Right,B,B,CAM,2019,6.0,168,49400000,66,77,75,78,66,73,1.83,76.2
290,K. Trippier,27,England,82,82,18500000,99000,Right,A,B,RB,2022,5.10,159,34200000,75,64,83,76,78,74,1.78,72.1
291,A. Kolarov,32,Serbia,82,82,12500000,73000,Left,B,B,LB,2020,6.2,183,21300000,71,73,82,74,81,81,1.88,83.0
292,G. Sigurðsson,28,Iceland,82,82,22500000,125000,Right,S,B,CAM,2022,6.1,181,42800000,56,79,84,76,56,69,1.85,82.1
293,S. Giovinco,31,Italy,82,82,20000000,15000,Right,A,A,CF,2019,5.4,134,30000000,84,78,82,86,28,57,1.63,60.8
294,M. Arnautović,29,Austria,82,82,22000000,120000,Right,A,A,LS,2022,6.4,183,41800000,81,79,76,77,49,78,1.93,83.0
295,N. Gaitán,30,Argentina,82,82,21000000,22000,Left,C,A,CAM,2021,5.8,146,45200000,81,74,79,82,42,63,1.73,66.2
296,J. Henderson,28,England,82,82,18000000,125000,Right,B,B,RCM,2020,6.0,176,34200000,66,71,81,75,75,79,1.83,79.8
297,M. Kruse,30,Germany,82,82,21500000,45000,Left,A,A,ST,2019,5.11,168,36600000,68,83,79,81,46,67,1.8,76.2
298,M. Parolo,33,Italy,82,82,9000000,59000,Right,A,B,RDM,2020,6.0,165,15300000,68,74,72,75,79,80,1.83,74.8
299,L. Fejsa,29,Serbia,82,82,17000000,18000,Right,B,C,CDM,2021,6.0,176,34000000,53,57,60,68,80,83,1.83,79.8
300,A. Rami,32,France,82,82,12500000,57000,Right,B,C,RCB,2021,6.3,198,23800000,59,49,52,64,80,83,1.91,89.8
301,V. Ćorluka,32,Croatia,82,82,12500000,1000,Right,B,B,LCB,2020,6.4,185,26300000,57,48,66,66,80,82,1.93,83.9
302,G. Wijnaldum,27,Netherlands,82,82,23000000,130000,Right,B,A,CAM,2021,5.9,152,43700000,76,73,75,82,72,75,1.75,68.9
303,F. Fazio,31,Argentina,82,82,15000000,73000,Right,C,C,LCB,2020,6.5,187,25500000,39,37,50,58,84,72,1.96,84.8
304,O. Giroud,31,France,82,82,20000000,140000,Left,B,B,ST,2019,6.4,203,37000000,46,81,68,70,45,77,1.93,92.1
305,Marcano,31,Spain,82,82,15000000,73000,Left,B,C,CB,2021,6.2,170,25500000,68,43,52,64,82,82,1.88,77.1
306,A. Guardado,31,Mexico,82,82,19000000,35000,Left,C,A,CM,2020,5.7,148,39900000,73,69,80,81,70,71,1.7,67.1
307,E. Garay,31,Argentina,82,82,15000000,44000,Right,B,C,RCB,2020,6.2,198,31500000,35,60,65,62,81,75,1.88,89.8
308,Jardel,32,Brazil,82,82,12500000,17000,Right,C,C,LCB,2021,6.4,192,25000000,56,41,46,54,82,79,1.93,87.1
309,S. Sirigu,31,Italy,82,82,13500000,45000,Right,C,D,GK,2022,6.4,176,23000000,50,14,23,46,13,50,1.93,79.8
310,E. Viviano,32,Italy,82,82,12500000,15000,Left,C,D,GK,2020,6.5,198,25000000,31,16,29,40,14,42,1.96,89.8
311,L. Koscielny,32,France,82,82,12500000,115000,Right,B,C,CB,2020,6.1,165,23800000,65,43,54,67,82,75,1.85,74.8
312,A. Consigli,31,Italy,82,82,13500000,52000,Right,B,D,GK,2022,6.2,181,23000000,41,17,24,44,14,43,1.88,82.1
313,L. Biglia,32,Argentina,82,82,12500000,98000,Right,A,B,CDM,2020,5.10,139,21300000,65,67,78,79,73,71,1.78,63.0
314,Dani Alves,35,Brazil,82,82,4800000,62000,Right,B,A,RB,2019,5.8,150,8900000,78,72,79,83,76,71,1.73,68.0
315,David Villa,36,Spain,82,82,8000000,12000,Right,S,A,ST,2018,5.9,152,12000000,69,83,75,79,38,67,1.75,68.9
316,Aduriz,37,Spain,82,82,8000000,29000,Right,B,B,ST,2019,6.0,172,16800000,65,82,61,72,53,78,1.83,78.0
317,P. Čech,36,Czech Republic,82,82,3000000,60000,Left,B,D,GK,2019,6.5,198,5700000,36,16,28,42,15,40,1.96,89.8
318,Casillas,37,Spain,82,82,1500000,10000,Left,C,D,GK,2019,6.1,185,3000000,58,17,26,50,19,53,1.85,83.9
319,M. Rashford,20,England,81,89,27000000,110000,Right,A,A,LW,2020,6.1,154,55400000,91,78,74,80,43,72,1.85,69.9
320,Laure Santeiro,30,Brazil,81,81,17000000,40000,Left,S,A,CAM,2021,5.7,139,32300000,82,72,73,83,28,50,1.7,63.0
321,L. Bailey,20,Jamaica,81,89,26500000,54000,Left,A,A,LM,2023,5.10,174,50400000,92,76,74,82,33,69,1.78,78.9
322,M. Akanji,22,Switzerland,81,87,21000000,49000,Right,B,C,LCB,2022,6.2,187,39900000,79,42,56,72,80,78,1.88,84.8
323,F. de Jong,21,Netherlands,81,89,26000000,19000,Right,B,A,LDM,2022,5.11,154,41600000,75,57,77,84,70,70,1.8,69.9
324,Nélson Semedo,24,Portugal,81,86,20000000,125000,Right,B,A,RB,2022,5.10,148,42500000,91,56,60,81,74,77,1.78,67.1
325,Pablo Fornals,22,Spain,81,86,24000000,36000,Right,B,A,CAM,2022,5.10,148,52200000,68,70,74,77,68,68,1.78,67.1
326,Fabián,22,Spain,81,89,26000000,64000,Left,A,A,LM,2023,6.2,154,49400000,68,74,74,76,73,63,1.88,69.9
327,E. Bailly,24,Ivory Coast,81,87,21000000,105000,Right,B,C,CB,2020,6.1,170,43100000,73,45,53,66,81,82,1.85,77.1
328,Dani Ceballos,21,Spain,81,88,25000000,120000,Right,B,A,LCM,2023,5.10,154,56300000,70,66,76,81,65,66,1.78,69.9
329,H. Lozano,22,Mexico,81,86,24000000,22000,Right,A,A,LS,2023,5.9,154,35400000,93,74,71,80,42,69,1.75,69.9
330,Morales,30,Spain,81,81,17000000,33000,Right,A,A,LS,2021,5.11,154,35700000,88,75,75,81,55,65,1.8,69.9
331,J. Seri,26,Ivory Coast,81,82,20500000,73000,Right,A,B,LDM,2022,5.7,161,40500000,72,68,81,81,68,70,1.7,73.0
333,M. Brozović,25,Croatia,81,84,18500000,64000,Right,A,B,LDM,2022,5.11,150,32800000,69,72,78,77,74,74,1.8,68.0
334,Williams,24,Spain,81,87,24500000,31000,Right,B,A,LW,2025,6.1,174,56400000,93,74,66,74,42,78,1.85,78.9
335,A. Correa,23,Argentina,81,87,24500000,54000,Right,A,A,RM,2024,5.7,150,55100000,84,76,72,83,54,57,1.7,68.0
336,A. Christensen,22,Denmark,81,88,21500000,91000,Right,B,C,LCB,2022,6.2,179,44100000,68,30,52,70,82,71,1.88,81.2
337,João Mário,25,Portugal,81,84,22500000,71000,Right,A,A,CAM,2021,5.10,161,39900000,71,70,76,79,63,67,1.78,73.0
338,T. Strakosha,23,Albania,81,86,17000000,36000,Right,C,D,GK,2019,6.4,172,30200000,43,16,23,40,17,37,1.93,78.0
339,E. Hysaj,24,Albania,81,86,20000000,58000,Right,B,B,RB,2021,6.0,154,35500000,80,50,59,75,77,76,1.83,69.9
340,P. Zieliński,24,Poland,81,88,24500000,64000,Right,S,A,RCM,2021,5.11,165,46600000,83,69,77,79,67,59,1.8,74.8
341,Ricardo Pereira,24,Portugal,81,85,19000000,64000,Right,A,B,RB,2023,5.9,154,37500000,87,63,72,80,74,73,1.75,69.9
342,Grimaldo,22,Spain,81,87,20500000,14000,Left,C,B,LB,2021,5.7,152,45100000,84,64,77,82,75,69,1.7,68.9
343,R. Guerreiro,24,Portugal,81,86,24000000,54000,Left,B,A,LM,2020,5.7,157,42600000,75,72,81,83,70,63,1.7,71.2
344,A. Doucouré,25,France,81,85,19500000,60000,Right,B,B,RDM,2023,6.0,168,38500000,66,71,63,72,77,81,1.83,76.2
345,J. Martínez,25,Venezuela,81,84,22500000,14000,Right,A,B,LS,2020,5.7,152,35400000,90,75,59,81,30,74,1.7,68.9
346,C. Bacca,31,Colombia,81,81,16000000,45000,Right,C,B,LS,2022,5.11,170,33600000,74,78,63,78,35,68,1.8,77.1
347,A. Plea,25,France,81,83,22000000,40000,Right,B,A,LW,2023,5.11,174,39100000,77,79,75,78,42,74,1.8,78.9
348,B. Davies,25,Wales,81,84,18500000,87000,Left,B,B,LB,2021,6.0,168,35600000,75,58,71,74,78,75,1.83,76.2
349,M. Nastasić,25,Serbia,81,84,18500000,36000,Left,C,C,LCB,2022,6.2,183,32800000,71,35,63,65,81,74,1.88,83.0
350,A. Milik,24,Poland,81,88,25500000,71000,Left,B,A,CF,2021,6.1,172,48500000,71,81,64,71,43,70,1.85,78.0
351,M. Sabitzer,24,Austria,81,84,22500000,54000,Right,A,B,LM,2022,5.10,170,39900000,80,78,72,79,55,76,1.78,77.1
352,B. Mendy,23,France,81,86,20000000,105000,Left,B,B,LB,2022,6.1,187,38500000,81,55,71,76,76,77,1.85,84.8
353,C. Kramer,27,Germany,81,82,17000000,35000,Right,B,B,CDM,2021,6.3,168,30200000,52,50,65,72,75,72,1.91,76.2
355,T. Hazard,25,Belgium,81,83,21500000,40000,Right,B,A,RW,2020,5.9,152,38200000,81,78,78,83,38,64,1.75,68.9
356,K. Bellarabi,28,Germany,81,81,18000000,76000,Right,B,A,RM,2021,6.0,179,30600000,90,73,69,82,36,68,1.83,81.2
358,F. Ghoulam,27,Algeria,81,82,16500000,68000,Left,A,B,LB,2022,6.0,176,29300000,76,66,75,74,77,75,1.83,79.8
359,B. Lecomte,27,France,81,84,15000000,27000,Left,B,D,GK,2021,6.1,172,31100000,42,13,21,39,14,43,1.85,78.0
360,J. Iličić,30,Slovenia,81,81,17000000,41000,Left,B,A,CAM,2021,6.3,174,28900000,68,81,79,76,43,57,1.91,78.9
361,K. Volland,25,Germany,81,83,22000000,76000,Left,B,B,ST,2021,5.10,187,39100000,77,79,77,79,43,81,1.78,84.8
362,Paco Alcácer,24,Spain,81,85,23500000,59000,Right,A,B,ST,2023,5.9,159,41700000,81,79,64,82,40,65,1.75,72.1
363,Vitolo,28,Spain,81,81,18000000,65000,Right,A,B,LM,2022,6.1,174,36900000,77,76,75,75,40,73,1.85,78.9
364,G. Xhaka,25,Switzerland,81,84,22000000,115000,Left,C,B,LDM,2021,6.1,181,43500000,48,67,78,68,68,69,1.85,82.1
365,D. Tadić,29,Serbia,81,81,17500000,26000,Left,C,A,LAM,2022,5.11,168,24500000,68,71,80,82,40,62,1.8,76.2
366,C. Aránguiz,29,Chile,81,81,17000000,76000,Right,A,B,LDM,2020,5.7,154,28900000,70,73,79,79,68,72,1.7,69.9
367,S. Verdi,25,Italy,81,81,19500000,77000,Left,S,A,RW,2023,5.7,134,33200000,87,73,81,84,48,55,1.7,60.8
368,D. Lovren,28,Croatia,81,82,16000000,115000,Right,A,C,RCB,2021,6.2,185,31600000,54,40,49,61,81,79,1.88,83.9
369,G. Medel,30,Chile,81,81,13000000,56000,Right,A,B,RCB,2020,5.7,143,24700000,71,54,59,77,79,86,1.7,64.9
370,X. Shaqiri,26,Switzerland,81,81,19000000,130000,Left,A,S,CAM,2023,5.7,159,36100000,80,76,82,84,46,65,1.7,72.1
371,J. Corona,25,Mexico,81,83,21500000,18000,Right,S,S,RM,2020,5.8,137,44600000,83,72,74,86,47,57,1.73,62.1
372,A. Areola,25,France,81,85,16500000,61000,Right,B,D,GK,2019,6.5,207,31800000,53,19,26,47,15,48,1.96,93.9
373,K. Vogt,26,Germany,81,82,17500000,42000,Right,B,C,CB,2022,6.4,187,31100000,74,57,66,66,80,73,1.93,84.8
374,Ander Herrera,28,Spain,81,81,17500000,140000,Right,A,B,CM,2019,6.0,154,32400000,71,72,76,80,75,75,1.83,69.9
375,E. Salvio,27,Argentina,81,81,18500000,19000,Right,A,A,RW,2019,5.8,170,37000000,88,77,74,81,59,76,1.73,77.1
376,S. El Shaarawy,25,Italy,81,82,21000000,77000,Right,B,S,LM,2020,5.10,159,37300000,86,75,70,80,40,59,1.78,72.1
377,C. Smalling,28,England,81,82,16000000,130000,Right,B,C,RCB,2019,6.4,179,30800000,67,46,49,59,81,79,1.93,81.2
378,Hulk,31,Brazil,81,81,15500000,25000,Left,B,A,RCM,2020,5.11,187,34100000,80,83,76,74,47,82,1.8,84.8
379,S. Kagawa,29,Japan,81,81,17500000,65000,Right,A,A,CAM,2020,5.9,150,29800000,67,70,72,84,53,54,1.75,68.0
380,M. Lanzini,25,Argentina,81,85,23000000,90000,Right,B,A,CAM,2020,5.6,130,45400000,81,71,77,83,34,58,1.68,59.0
381,F. Smolov,28,Russia,81,81,18500000,1000,Right,A,A,ST,2022,6.2,176,38900000,86,80,69,73,36,70,1.88,79.8
382,L. Stindl,29,Germany,81,81,18000000,43000,Right,A,A,CF,2021,5.11,176,30600000,70,82,76,79,58,73,1.8,79.8
383,O. Toprak,28,Turkey,81,82,16000000,59000,Right,A,C,CB,2021,6.1,183,28400000,77,40,55,69,81,73,1.85,83.0
384,D. Perotti,29,Argentina,81,81,17500000,84000,Right,A,A,LW,2021,5.10,154,29800000,81,73,74,83,40,62,1.78,69.9
385,F. Muslera,32,Uruguay,81,81,10000000,52000,Right,C,D,GK,2021,6.3,163,19000000,61,15,31,51,15,57,1.91,73.9
386,B. Höwedes,30,Germany,81,81,13000000,1000,Right,B,C,RCB,2022,6.2,170,27300000,52,48,56,68,82,73,1.88,77.1
387,S. Kjær,29,Denmark,81,81,14000000,23000,Right,B,C,RCB,2021,6.2,185,29400000,60,50,61,59,80,75,1.88,83.9
388,S. Bender,29,Germany,81,81,14000000,69000,Right,A,C,LCB,2021,6.1,176,23800000,68,51,52,66,82,78,1.85,79.8
389,M. Valbuena,33,France,81,81,11000000,86000,Right,B,B,LM,2019,5.6,139,20900000,80,74,79,80,36,55,1.68,63.0
390,Pedro León,31,Spain,81,81,15500000,32000,Right,B,A,RM,2020,6.0,161,32600000,63,76,85,76,42,55,1.83,73.0
391,K. Boateng,31,Ghana,81,81,15000000,65000,Right,A,A,CM,2021,6.1,190,25500000,66,78,77,78,71,76,1.85,86.2
392,L. Piszczek,33,Poland,81,81,7000000,57000,Right,A,C,RB,2020,6.0,174,11900000,78,69,70,73,79,78,1.83,78.9
393,A. Candreva,31,Italy,81,81,15500000,74000,Right,A,A,RM,2021,5.11,154,26400000,77,79,76,77,59,64,1.8,69.9
394,D. Wass,29,Denmark,81,81,17000000,46000,Right,B,A,RB,2022,5.11,163,35700000,75,74,81,76,71,70,1.8,73.9
395,E. Lamela,26,Argentina,81,82,21000000,105000,Left,C,A,RM,2022,6.0,176,40400000,75,78,80,79,51,73,1.83,79.8
396,D. Rose,27,England,81,81,14500000,92000,Left,B,B,LB,2021,5.9,168,26800000,78,63,69,76,77,78,1.75,76.2
397,C. Vela,29,Mexico,81,81,17500000,15000,Left,C,A,RW,2022,5.10,170,26300000,79,78,76,81,34,66,1.78,77.1
398,Renato Augusto,30,Brazil,81,81,16500000,28000,Right,A,B,LCM,2021,6.1,190,36300000,66,74,78,74,68,66,1.85,86.2
399,A. Valencia,32,Ecuador,81,81,10000000,120000,Right,C,B,RM,2019,5.11,183,18500000,83,67,73,79,76,76,1.8,83.0
400,L. Fabiański,33,Poland,81,81,9000000,70000,Right,C,D,GK,2021,6.3,183,17100000,48,16,24,44,13,50,1.91,83.0
401,João Moutinho,31,Portugal,81,81,15000000,85000,Right,A,B,RCM,2020,5.7,134,28500000,62,75,80,80,70,73,1.7,60.8
402,Borja Valero,33,Spain,81,81,11000000,74000,Right,A,A,CAM,2020,5.9,161,18700000,53,70,82,81,64,63,1.75,73.0
